Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
mt0005669153;Q3;mt0005669153;2.1795;1.7134999999999998;1.8359396551724148;1.6856633620689652;1.6732758620689647;-1;0.3;1.0;0.5;0.5;0.5;0.2;34;52;54;13;11;9;4;17;0;2;12;5;0;2;1;5;13;0;3;15;4;4;0;11;3;4;0;1;0;8;0;1;1;9;11;0;1;3;10;5;4;0;0;3;0;3;1;4;0;7;0;6;2;2;0;13;5;10;17;5;2;22;38;3;2;7;13;2;9;4;0;5;7;22;0;13;5;6;9;1;42;0;1;0;7;1;0;0;1;2;6;0;7;9;2;6;1;17;3;3;1;18;1;6;5;0;8;11;12;51
mt0005715715;Q1;mt0005715715;1.922;2.365;1.92293046357616;1.7048529801324506;1.6397350993377486;1;1.0;0.2666666666666666;0.1263157894736842;0.2666666666666666;0.2666666666666666;0.0714285714285714;36;40;58;8;3;0;17;9;0;1;7;1;1;3;2;3;7;0;4;13;1;0;1;5;4;0;0;0;1;7;1;0;0;2;17;1;0;0;8;2;6;14;0;4;2;7;3;1;6;5;0;6;1;1;1;7;4;9;26;2;9;26;32;1;1;8;10;2;4;3;15;2;12;10;0;2;1;9;1;2;24;0;3;0;6;0;1;1;2;1;1;0;9;19;4;0;0;18;2;1;4;12;0;2;0;1;0;8;5;34
mt0005725657;Q2;mt0005725657;1.4430303030303022;1.9345454545454552;1.785810380622838;1.64839480968858;1.7128027681660878;-1;1.0;1.0;0.9;0.9;0.7;0.0428571428571428;57;55;35;29;1;0;18;14;0;0;22;2;4;7;0;3;4;22;0;8;4;0;2;6;22;4;0;0;0;10;7;0;0;2;32;5;8;1;14;8;6;22;0;14;5;10;1;4;5;6;0;12;2;3;3;16;11;0;35;12;6;32;34;4;12;9;19;0;59;0;0;5;1;27;0;2;2;0;0;0;16;22;0;0;28;1;0;0;1;2;2;0;4;23;0;4;0;33;7;2;1;21;0;17;1;4;4;7;9;74
mt0005826176;Q2;mt0005826176;2.66;2.58;2.0107593220339;2.231369491525424;1.9898305084745769;-1;0.0;0.18;0.0675;0.18;0.18;0.0;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;22;10;12;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;5;20;0;0;0;0;0;0;0;12;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;22;5;0;0;0;25
mt0005860700;Q1;mt0005860700;2.6875;2.3725;1.9578409090909088;1.6572763636363643;1.7072727272727264;1;1.0;1.0;0.1;0.3;0.0473684210526315;0.0615384615384615;1;43;11;7;0;1;0;0;0;0;1;0;1;7;0;0;2;0;1;5;0;0;1;2;0;0;0;0;0;8;4;0;3;0;10;2;0;2;1;0;2;16;2;0;0;0;1;0;0;1;0;1;0;3;0;6;0;4;16;0;2;20;10;0;4;0;11;0;16;1;0;0;2;12;0;0;0;1;0;0;6;0;0;0;6;0;0;0;0;0;6;0;0;0;2;1;2;10;0;0;1;3;0;17;0;1;0;1;3;26
mt0005941425;Q4;mt0005941425;2.517272727272727;1.8554545454545448;1.9197602564102565;1.6989961538461535;1.6153846153846156;-1;1.0;1.0;0.4;1.0;0.18;0.18;3;20;3;11;3;0;6;0;4;0;2;0;2;0;0;2;2;3;1;1;0;6;0;4;3;0;0;1;4;2;1;0;1;1;5;0;1;0;1;0;0;2;0;2;1;0;2;1;1;1;3;6;0;0;0;5;0;1;10;0;0;2;5;0;3;5;5;0;2;0;0;0;0;8;1;0;0;0;0;0;6;0;0;2;4;0;0;0;0;0;1;0;1;0;0;0;0;5;1;1;2;4;0;1;1;1;0;4;3;21
mt0005947736;Q4;mt0005947736;2.4170370370370367;1.7429629629629626;2.0026646017699123;1.6316238938053098;1.6371681415929205;1;1.0;0.1481481481481481;0.037037037037037;0.1666666666666666;0.0;0.09;3;21;18;4;1;0;4;1;0;0;1;0;1;4;0;2;2;8;9;1;1;0;0;15;0;0;0;0;0;11;0;4;0;1;3;0;1;0;6;1;0;0;0;0;0;1;1;6;0;12;0;0;0;0;0;1;1;1;7;0;0;11;7;0;0;1;0;6;0;0;4;0;10;3;0;0;0;0;1;1;11;1;0;6;8;0;0;7;7;0;0;0;0;6;3;0;0;2;8;9;1;12;0;0;0;0;0;8;6;33
mt0006005146;Q2;mt0006005146;1.2933333333333332;2.475;1.6987303030303031;1.916084848484848;2.13939393939394;-1;0.2666666666666666;1.0;0.06;1.0;0.1285714285714285;0.24;19;4;26;0;1;0;0;6;0;0;0;0;0;0;4;0;2;0;0;0;4;0;0;1;0;0;0;0;0;4;4;0;0;2;0;0;0;0;0;1;2;4;1;9;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;3;12;6;0;0;0;0;3;0;0;0;0;0;0;0;4;4;16;1;0;26;0;0;0;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;17
mt0006007936;Q2;mt0006007936;1.630952380952381;2.286666666666666;1.7899508557457209;1.675904400977993;1.5466992665036678;1;1.0;1.0;1.0;1.0;0.4;0.2666666666666666;95;84;132;39;14;16;19;28;11;5;9;2;12;12;4;5;19;8;7;17;10;9;0;30;4;0;3;3;0;24;1;8;0;12;78;4;1;4;21;7;10;11;4;7;1;3;1;1;7;12;3;22;7;11;3;23;16;25;38;2;11;42;48;4;3;14;31;0;11;6;4;16;17;36;3;12;11;11;4;1;67;4;4;5;31;2;1;8;11;9;2;2;12;6;4;0;0;94;13;13;8;25;1;8;2;4;9;22;8;137
mt0006039798;Q3;mt0006039798;2.2325;1.3275;1.7719186915887868;1.6717532710280358;1.4757009345794387;1;1.0;1.0;0.7;0.8;0.7;0.0909090909090909;64;31;45;30;7;17;18;11;0;0;7;0;0;11;0;0;0;0;0;9;3;0;0;4;0;0;0;3;2;14;0;0;1;1;8;0;6;0;18;1;1;6;0;4;0;7;0;1;0;6;10;3;8;0;4;11;4;18;34;0;6;35;20;0;3;14;32;0;14;0;0;34;11;29;0;2;5;1;0;0;16;0;6;2;14;3;0;0;3;0;0;0;11;6;9;0;0;7;5;0;6;32;6;10;0;0;5;5;2;25
mt0006044445;Q4;mt0006044445;2.617142857142857;1.4457142857142855;1.9164507142857152;1.608100000000001;1.7628571428571425;1;0.8;0.0;0.0;0.0;0.0;0.125;5;6;30;0;0;0;0;0;0;0;3;0;0;0;1;1;10;0;0;1;0;3;0;1;13;1;0;12;9;2;0;0;1;0;4;12;0;0;0;0;1;5;0;0;8;0;0;4;4;0;0;4;0;12;0;0;1;0;12;0;0;7;23;0;0;0;13;0;0;0;0;16;4;0;0;0;4;1;0;0;30;0;0;0;0;0;0;1;1;0;4;0;0;4;0;0;0;24;1;4;1;1;0;0;1;0;0;0;0;23
mt0006078896;Q2;mt0006078896;1.2975;2.5175;1.849275961538462;1.6574403846153851;1.4230769230769234;-1;0.1818181818181818;0.8;0.4;1.0;0.8;0.225;15;20;10;7;3;1;5;4;0;0;2;0;4;1;1;3;5;0;3;4;3;0;0;4;1;0;0;0;0;2;0;1;0;0;13;6;3;0;0;0;1;3;0;0;1;0;2;1;1;1;0;0;2;6;0;6;5;1;0;0;0;6;7;0;0;0;9;0;18;1;0;1;9;11;2;0;2;2;0;0;8;0;0;0;1;0;1;3;4;1;2;1;0;0;5;0;0;27;3;2;1;5;0;8;1;1;2;3;0;15
mt0006115121;Q4;mt0006115121;2.709;2.029;1.975294029850745;1.596755223880597;1.82089552238806;-1;0.2666666666666666;0.2666666666666666;0.0646153846153846;0.1125;0.0738461538461538;0.0;4;21;5;4;2;1;1;1;0;1;0;0;0;0;0;3;11;0;1;1;0;0;0;1;4;0;0;3;6;0;0;0;0;0;9;0;2;0;0;1;1;3;0;2;0;1;0;0;1;0;0;0;0;0;3;1;2;7;9;0;0;8;22;0;3;0;4;0;2;5;0;0;3;2;0;0;0;1;1;0;14;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;3;2;1;1;1;0;4;1;0;0;0;2;24
mt0006137300;Q4;mt0006137300;2.616;1.654;1.8812137500000008;1.725271250000001;1.6375000000000004;-1;0.2666666666666666;0.72;0.1428571428571428;0.25;0.1428571428571428;0.027027027027027;26;11;18;8;0;4;2;13;0;0;0;0;0;3;0;7;7;3;2;3;3;7;1;12;1;0;1;0;0;6;0;0;0;0;10;1;3;0;0;0;0;0;0;1;0;2;3;3;0;2;0;2;1;8;0;0;3;8;14;0;2;15;17;0;0;1;13;0;0;0;1;0;4;12;0;0;0;0;2;0;5;1;0;1;2;0;0;8;8;1;1;4;8;5;4;3;0;11;0;0;1;4;0;3;0;0;6;5;3;33
mt0006188933;Q1;mt0006188933;2.7;1.5975;1.876656603773585;1.699448113207548;1.8094339622641504;-1;1.0;1.0;0.9;0.9;0.7;0.0615384615384615;17;31;30;10;2;3;4;7;0;0;10;1;0;6;1;3;5;0;2;7;2;3;3;10;2;0;2;1;1;9;0;1;0;2;9;2;4;0;6;1;1;1;0;2;1;2;0;3;2;1;0;1;0;9;0;8;2;6;20;3;0;5;23;0;0;5;16;0;10;0;5;12;9;22;0;0;2;3;1;2;8;0;3;0;10;0;0;2;2;1;5;0;2;4;1;0;0;9;4;0;0;8;0;2;1;2;1;4;4;32
mt0006196650;Q1;mt0006196650;2.555;2.29;1.8939348101265825;1.6827037974683556;1.621518987341771;-1;1.0;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1285714285714285;0.0615384615384615;11;26;57;9;3;0;4;7;0;0;0;0;1;2;0;0;7;3;0;5;4;0;0;1;3;1;1;0;0;5;2;2;0;0;7;2;9;0;7;1;0;4;5;19;0;0;0;1;2;11;0;1;2;10;0;14;2;4;10;0;2;9;44;0;9;3;7;4;16;2;1;1;5;26;0;3;0;0;3;0;20;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;5;1;0;0;2;0;18;1;0;4;1;2;40
mt0006256204;Q2;mt0006256204;1.2855555555555556;2.356666666666667;1.7421631578947367;1.6423754385964917;1.6263157894736842;-1;1.0;1.0;0.216;1.0;0.1846153846153846;0.24;45;19;74;17;0;0;3;13;0;0;5;0;0;6;6;4;6;0;4;4;7;1;0;6;2;2;1;0;0;8;0;3;0;0;10;0;5;1;8;2;4;9;5;5;0;7;2;0;5;14;0;0;1;0;2;1;2;4;6;4;0;7;10;2;0;1;6;3;0;0;0;1;1;5;2;1;3;19;0;1;37;0;4;0;4;2;0;2;4;2;0;1;1;10;1;0;0;7;4;1;6;5;0;3;3;0;5;3;0;18
mt0006356406;Q2;mt0006356406;1.25;2.6100000000000003;1.8461534090909089;1.7851522727272722;1.6999999999999993;-1;1.0;1.0;0.2;0.1111111111111111;0.1111111111111111;0.0636363636363636;16;16;44;16;3;2;2;7;0;0;3;2;0;3;0;1;3;4;1;6;0;2;0;3;0;1;0;1;0;5;0;0;0;3;12;1;1;1;4;2;3;7;2;2;2;6;1;2;2;0;1;4;0;9;1;7;2;1;18;1;1;5;26;0;2;2;8;2;2;1;0;13;6;13;2;1;0;1;0;0;12;0;1;0;8;1;0;3;4;1;0;0;2;7;1;0;0;6;0;6;3;5;0;4;1;0;0;2;1;25
mt0006409530;Q2;mt0006409530;1.4057142857142857;2.211428571428572;1.7266588888888883;1.688839444444443;1.6077777777777778;-1;0.9;1.0;0.9;1.0;0.7;0.2;35;15;35;15;2;5;4;17;2;0;13;2;2;6;4;3;4;0;3;29;2;18;0;14;0;0;0;0;0;18;0;5;1;4;20;2;0;1;31;5;1;5;0;2;0;14;1;0;4;2;0;8;1;15;0;6;10;4;13;7;1;10;14;2;0;7;3;0;0;1;0;5;5;11;2;4;1;8;1;2;41;0;0;0;4;2;0;0;2;9;0;2;3;6;3;0;4;14;2;2;4;17;18;15;0;2;1;0;4;31
mt0006431184;Q1;mt0006431184;2.5033333333333334;2.055;1.896508620689656;1.7102866379310335;1.7086206896551726;1;1.0;1.0;0.9;0.9;0.7;0.0;16;41;79;9;1;1;4;5;0;1;8;0;8;4;0;4;25;0;5;21;2;7;0;9;6;4;0;4;5;11;1;3;0;3;17;4;8;1;9;1;2;8;2;8;3;2;1;3;6;4;0;4;0;1;2;4;4;21;30;3;2;49;53;0;6;3;18;1;4;14;5;0;6;11;0;2;3;3;3;0;21;0;3;0;9;0;1;1;2;3;2;0;1;4;0;0;1;19;12;1;2;13;2;9;4;2;0;9;3;56
mt0006431807;Q1;mt0006431807;2.254230769230769;1.9607692307692304;1.8546352490421465;1.7225459770114926;1.7655172413793114;-1;0.8;0.8;0.9;0.9;1.0;0.1125;39;37;77;13;1;3;0;23;1;4;5;3;13;6;5;3;14;2;1;18;6;7;0;8;3;4;1;1;0;28;3;3;5;5;22;2;3;8;3;3;4;9;3;4;4;0;5;14;2;10;1;3;5;1;1;10;5;5;45;3;3;23;35;3;7;2;8;4;23;1;1;0;11;12;1;9;4;11;9;0;42;8;0;3;20;0;0;0;0;3;0;3;1;11;3;0;4;17;4;2;5;25;2;2;2;7;4;11;13;38
mt0006514225;Q1;mt0006514225;2.5984210526315787;1.818947368421053;1.91274588235294;1.7425623529411745;1.7364705882352949;-1;1.0;1.0;0.1285714285714285;1.0;0.1285714285714285;0.1285714285714285;28;18;37;13;8;6;10;3;1;0;13;1;0;0;5;4;5;3;8;24;0;1;0;11;11;0;3;1;13;9;0;0;0;3;7;0;0;1;5;4;1;34;0;27;0;9;4;12;18;4;0;2;0;5;0;5;4;13;19;3;0;12;60;4;3;5;22;1;9;0;0;1;1;9;1;2;1;7;0;2;14;2;0;0;2;0;1;3;4;0;3;0;4;14;1;3;0;14;3;1;7;10;0;17;0;0;3;3;3;47
mt0006522591;Q3;mt0006522591;2.42875;2.1825;1.8656090395480232;1.862151977401128;1.9039548022598864;1;1.0;1.0;0.225;1.0;0.24;0.0;16;23;87;10;10;0;4;4;0;2;0;0;1;1;0;10;14;11;1;21;2;10;0;12;1;4;0;16;1;4;2;0;0;2;12;1;0;1;1;1;2;16;3;35;30;4;0;32;17;2;1;16;0;3;0;1;3;6;3;0;2;9;50;0;0;1;16;6;6;0;0;0;0;5;0;0;2;1;0;0;8;2;0;9;12;0;0;8;8;1;2;1;1;18;0;0;0;5;0;15;4;6;2;2;5;1;0;1;0;61
mt0006536592;Q1;mt0006536592;2.946818181818182;2.5990909090909096;2.0160664285714285;1.8799407142857152;1.5457142857142854;1;1.0;0.2666666666666666;0.3333333333333333;0.2571428571428571;0.0888888888888888;0.0615384615384615;15;94;50;4;1;1;6;6;0;0;2;1;0;0;0;0;0;1;0;9;1;0;0;4;0;0;0;0;0;5;0;0;1;1;15;0;0;4;5;0;1;3;0;0;0;3;2;0;1;6;0;15;4;2;0;34;19;2;37;0;3;6;26;0;0;4;33;0;9;0;0;48;17;64;0;0;0;4;0;0;14;1;0;0;5;0;0;0;0;2;37;0;2;0;1;2;0;62;0;0;1;1;0;12;0;0;1;2;2;46
mt0006553309;Q1;mt0006553309;2.364;2.211428571428572;1.86585617977528;1.6049044943820212;1.2382022471910117;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;18;18;5;0;0;0;23;0;21;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;3;5;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;69
mt0006683875;Q1;mt0006683875;2.5460000000000003;2.435;1.8718194852941168;1.7189658088235262;1.7529411764705882;-1;1.0;1.0;0.2;1.0;0.1285714285714285;0.027027027027027;46;24;61;18;9;1;2;5;0;1;3;11;8;1;1;6;9;3;20;10;12;0;1;28;0;11;1;2;17;8;0;1;3;3;43;3;6;1;5;1;16;12;0;24;0;11;0;0;2;14;16;2;2;8;0;20;4;19;7;4;1;15;41;1;0;30;33;2;10;0;0;0;15;26;0;1;1;0;33;1;45;0;0;2;9;1;1;1;3;0;7;1;2;7;1;0;0;21;0;0;23;77;0;5;0;7;7;0;0;57
mt0006755411;Q1;mt0006755411;2.862;2.5440000000000005;2.044189855072464;1.933327536231884;1.7188405797101458;1;1.0;0.15;0.1;0.15;0.15;0.0;5;16;10;0;1;0;0;0;0;0;0;0;4;10;0;0;0;0;4;2;15;0;1;7;0;0;0;0;0;10;0;0;0;0;18;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;22;0;4;0;0;2;0;2;1;0;0;0;0;15;0;0;0;3;0;3;10;0;0;0;5;0;0;15;0;1;0;1;0;0;0;0;0;8;10;0;0;0;2;0;27;4;0;0;1;0;2;4;1;0;0;0;16
mt0006795758;Q2;mt0006795758;1.6527272727272726;2.245;1.8441245562130184;1.6824857988165671;1.5426035502958568;-1;0.36;1.0;1.0;1.0;1.0;0.32;46;44;81;28;8;0;13;8;0;0;8;1;5;8;3;1;5;1;4;21;6;2;1;12;4;1;0;0;1;11;1;1;2;5;31;2;16;2;17;8;6;10;5;13;2;6;9;4;7;9;3;13;7;17;4;34;10;12;60;13;17;62;41;6;3;7;18;7;54;2;5;16;16;52;1;2;6;0;2;1;19;0;1;0;9;2;4;0;6;1;3;2;4;9;0;4;2;56;4;1;6;34;2;16;2;2;2;11;10;85
mt0006843007;Q1;mt0006843007;2.6780952380952385;2.398571428571429;1.984527734375;1.7134636718750005;1.5281249999999982;1;1.0;0.2;0.1285714285714285;1.0;0.0888888888888888;0.1285714285714285;35;70;61;41;3;3;18;5;0;0;15;0;1;18;0;0;0;0;0;16;1;0;0;36;0;1;1;0;1;10;0;6;0;2;16;0;52;3;29;1;0;4;0;6;0;6;0;1;2;1;0;3;0;6;4;18;24;5;31;2;9;34;41;0;0;7;27;1;67;0;35;13;53;84;0;1;1;2;1;0;21;0;12;0;31;0;0;4;4;6;17;0;2;3;0;30;1;18;1;0;1;16;0;42;0;3;2;5;4;41
mt0006876450;Q3;mt0006876450;1.5;1.75;1.965916;1.683812;1.7919999999999998;-1;0.1;1.0;0.7;1.0;0.7;0.032258064516129;13;2;10;6;2;0;12;5;0;1;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;2;0;0;7;4;0;0;5;9;0;0;0;0;0;0;13;1;0;4;3;0;0;7;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;6;0;0;0;1;2;2;0;0;0;1;0;5
mt0006879985;Q2;mt0006879985;1.6025000000000005;2.109285714285714;1.843641534391533;1.6840616402116408;1.6455026455026456;-1;1.0;1.0;1.0;1.0;1.0;0.144;59;56;120;15;16;3;25;16;3;0;8;2;0;7;0;5;7;5;2;16;7;5;5;18;4;1;4;0;0;23;1;3;3;14;14;1;7;2;30;4;5;30;3;10;0;6;4;1;19;10;3;22;3;15;2;23;9;16;34;3;6;30;38;1;3;9;43;4;37;1;12;5;20;20;3;6;4;6;5;2;40;2;3;3;22;3;1;6;10;3;0;1;15;18;2;0;0;24;2;4;14;31;2;10;1;3;7;9;13;95
mt0006914583;Q3;mt0006914583;2.174545454545455;2.055454545454545;1.8871554878048784;1.7809737804878034;1.5560975609756085;-1;1.0;1.0;0.2117647058823529;1.0;0.1588235294117647;0.15;17;25;49;24;5;4;5;5;0;0;6;0;2;4;0;2;2;0;0;7;0;0;0;0;1;2;2;0;3;9;0;0;1;0;16;1;6;0;9;2;2;2;0;13;2;4;3;10;3;4;0;2;3;4;6;7;0;2;36;2;4;21;16;0;1;4;24;4;12;0;0;12;9;30;0;4;0;0;2;0;19;0;0;1;7;1;0;4;5;0;4;0;0;0;3;0;0;12;0;0;1;10;0;9;0;0;4;7;10;20
mt0006929157;Q2;mt0006929157;1.9156666666666669;2.3696666666666664;1.85333117977528;1.7566151685393252;1.5893258426966288;-1;1.0;1.0;1.0;0.3085714285714285;1.0;0.1542857142857142;59;71;78;41;7;7;15;27;0;0;11;2;3;5;0;3;6;1;3;13;3;2;1;8;5;1;1;3;0;15;2;3;0;3;20;3;15;1;19;2;20;13;6;7;1;7;1;1;4;5;1;16;0;9;8;17;8;9;58;3;2;25;42;1;10;15;49;0;16;1;3;7;22;64;3;1;6;1;1;1;27;1;1;0;10;0;6;3;9;1;4;0;5;6;5;0;4;41;3;20;13;20;1;17;1;2;6;10;6;77
mt0006937715;Q1;mt0006937715;2.3200000000000003;2.47;1.8978274509803927;1.74451045751634;1.5294117647058814;-1;1.0;1.0;0.9;0.9;0.7;0.0615384615384615;10;29;43;7;10;1;4;9;0;0;2;0;3;6;0;0;1;0;5;2;2;0;2;8;0;0;0;0;0;2;0;0;0;6;13;1;2;0;11;5;2;4;1;11;2;0;0;0;2;4;0;7;0;3;0;10;1;1;24;6;0;9;24;3;1;15;27;3;22;0;1;8;4;67;0;3;1;0;5;0;10;0;2;0;10;1;1;4;6;0;2;1;0;7;0;0;0;7;4;4;1;0;1;8;2;2;0;5;9;43
mt0007072562;Q1;mt0007072562;2.453333333333333;1.91;1.8212331775700936;1.5977014018691569;1.7841121495327088;-1;0.3043478260869565;0.2666666666666666;0.1142857142857142;0.2571428571428571;1.0;0.1125;12;38;36;52;2;0;4;8;0;0;4;2;0;14;0;4;0;0;0;14;0;26;2;14;0;0;6;7;0;14;0;0;2;0;4;1;0;2;14;2;2;4;0;4;0;0;0;0;0;0;0;6;0;1;0;4;10;4;30;4;5;97;27;0;6;2;4;0;0;0;12;0;10;10;0;2;0;0;2;0;14;0;6;0;26;0;0;2;2;14;0;0;0;0;0;0;0;6;0;0;2;2;4;2;2;0;0;0;4;48
mt0007075838;Q2;mt0007075838;2.588235294117648;1.8770588235294112;1.7984611764705871;1.6279611764705872;1.7211764705882344;-1;1.0;0.1920000000000001;0.18;0.14;0.096;0.0635294117647058;80;3;49;9;1;3;0;13;1;1;23;15;1;2;1;1;2;1;2;25;1;1;0;6;3;0;0;0;0;4;0;0;0;0;9;0;13;1;4;0;0;55;2;2;1;3;4;1;13;4;1;2;0;0;1;0;3;2;11;1;0;17;26;0;1;1;13;0;11;0;0;4;2;7;0;0;0;24;0;0;30;0;0;0;4;1;0;0;1;0;1;2;6;33;3;1;0;4;0;2;15;2;3;19;1;1;4;0;0;51
mt0007127869;Q2;mt0007127869;1.2171428571428569;2.402857142857143;1.7923074829931984;1.7984387755102051;1.7170068027210874;-1;1.0;1.0;1.0;1.0;0.25;0.0615384615384615;23;29;39;12;5;3;7;11;0;0;10;0;1;0;2;4;6;2;1;2;0;5;0;9;3;1;1;1;2;10;0;2;0;1;18;0;2;5;9;0;1;11;2;0;0;3;1;0;3;0;1;25;0;6;0;4;12;12;11;2;6;10;15;0;5;1;6;3;11;1;1;10;5;19;0;2;1;4;0;1;23;2;0;0;9;1;0;3;4;3;1;0;2;1;3;0;0;19;2;1;1;3;0;7;1;0;5;1;1;46
mt0007136180;Q1;mt0007136180;2.0742857142857143;1.9642857142857144;1.8700852813852809;1.5954138528138515;1.5541125541125531;1;1.0;0.2666666666666666;0.0666666666666666;0.32;0.0685714285714285;0.18;20;39;42;10;5;1;6;7;2;3;9;1;0;4;0;3;3;0;1;18;2;0;0;1;4;3;3;0;0;17;5;2;2;2;9;0;8;1;19;3;3;15;4;6;0;4;1;0;2;7;0;0;0;3;8;29;11;6;23;1;1;15;57;2;2;7;8;0;16;0;0;0;4;31;0;12;3;3;1;0;25;0;0;0;7;3;0;3;6;0;2;0;4;17;5;0;0;43;6;0;1;30;5;8;0;0;2;16;21;48
mt0007164275;Q2;mt0007164275;1.9942857142857144;2.62;1.8454929104477624;1.7182451492537298;1.6268656716417909;-1;1.0;0.4;0.5;0.4;0.4;0.18;60;19;62;24;2;1;0;21;21;0;2;0;16;1;0;0;8;1;8;12;0;0;3;27;12;1;1;0;0;14;3;4;3;2;29;3;15;2;6;0;2;10;2;0;0;1;3;0;13;2;0;10;3;1;0;0;13;2;13;0;3;27;39;12;12;3;29;2;7;7;0;4;5;19;0;3;5;3;4;0;21;1;5;1;10;0;0;19;19;3;4;0;5;4;1;0;2;32;8;4;1;11;1;17;0;4;6;4;1;37
mt0007177899;Q3;mt0007177899;3.0;2.75;1.6731052631578944;1.75;1.4184210526315797;-1;1.0;1.0;0.225;0.25;0.175;0.075;37;16;19;15;0;24;0;12;0;0;2;0;0;0;0;0;0;7;0;0;0;1;0;8;1;0;0;1;0;3;0;0;1;0;0;0;2;0;1;0;0;1;0;0;0;0;2;0;0;0;0;6;0;0;1;6;1;6;10;0;0;5;7;0;3;0;6;0;0;0;0;6;6;7;0;0;0;0;0;0;0;1;0;6;7;0;0;0;0;1;0;0;0;4;9;0;0;18;6;0;6;0;0;2;0;7;18;1;6;11
