Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_positiv;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_affil;Semantic_GI_ngtv;Semantic_GI_hostile;Semantic_GI_strong;Semantic_GI_power;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_active;Semantic_GI_passive;Semantic_GI_pleasur;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_emot;Semantic_GI_virtue;Semantic_GI_vice;Semantic_GI_ovrst;Semantic_GI_undrst;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_econ;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_role;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_socrel;Semantic_GI_male;Semantic_GI_female;Semantic_GI_nonadlt;Semantic_GI_hu;Semantic_GI_place;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_tool;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_com;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_try;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_complet;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_travel;Semantic_GI_fall;Semantic_GI_know;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_eval;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_abs;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_card;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_time;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_no;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_iav;Semantic_GI_dav;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powoth;Semantic_GI_powtot;Semantic_GI_rcethic;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affgain;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_afftot;Semantic_GI_wltoth;Semantic_GI_wlttot;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_wlbtot;Semantic_GI_enlgain;Semantic_GI_enlends;Semantic_GI_enloth;Semantic_GI_enltot;Semantic_GI_skloth;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_surelw;Semantic_GI_if;Semantic_GI_notlw;Semantic_GI_timespc;Semantic_GI_formlw;Stylistic_WordsDictionary_Count;Stylistic_CapitalLetters_cfcl
mt0002240771;Q1;mt0002240771;2.6216666666666666;2.2666666666666666;1.9350611570247944;1.771610743801653;1.77685950413223;1;1.0;0.2666666666666666;0.0529411764705882;0.0769230769230769;0.0;0.0714285714285714;22;15;22;28;15;4;34;9;36;5;40;57;0;0;5;2;11;3;22;12;0;3;2;0;4;1;3;1;1;6;3;1;0;3;3;25;0;3;0;1;12;4;2;0;5;1;8;5;0;0;3;0;14;8;4;4;0;1;6;0;4;1;6;3;3;0;0;2;1;4;6;2;16;11;4;0;8;0;0;9;0;5;2;24;1;1;0;8;5;17;3;6;0;20;2;18;0;0;0;0;3;79;24;4;0;8;3;3;0;0;9;23;0;0;0;3;3;0;0;2;2;5;0;0;5;3;3;3;0;0;0;0;3;10;0;7;17;3;3;4;5;5;3;0;5;0;0;0;15;14;0;18;8;53;36
mt0002260787;Q2;mt0002260787;1.606666666666667;1.88;1.7312500000000002;1.7152522727272723;1.713636363636364;-1;0.1363636363636363;0.16;0.09;0.0909090909090909;0.4;0.09;4;7;4;2;7;4;14;2;6;1;9;6;1;2;0;2;4;2;5;2;0;0;0;0;1;1;0;0;0;2;0;0;1;1;1;3;0;0;0;1;3;0;0;2;1;0;3;3;0;0;0;1;4;1;0;1;0;0;4;0;0;3;1;0;0;0;1;0;2;0;0;7;0;1;1;0;1;1;1;1;0;0;0;5;0;0;0;3;0;10;0;0;3;3;0;0;1;0;0;0;2;17;2;3;0;2;0;0;0;0;3;6;1;0;0;0;1;0;0;2;2;0;0;1;1;0;0;0;0;2;2;0;4;0;0;1;1;5;5;0;1;2;2;1;0;1;0;1;0;1;0;5;2;22;8
mt0002272314;Q2;mt0002272314;1.6049999999999998;2.29;1.8205726829268287;1.7428780487804865;1.5882926829268285;-1;1.0;1.0;0.7;1.0;0.7;0.8;18;40;18;19;31;22;39;11;21;5;45;38;5;1;10;6;6;5;20;16;1;1;3;0;7;5;5;6;7;9;0;2;1;9;2;30;0;0;0;3;9;3;0;0;4;2;5;0;0;5;0;2;20;10;0;7;2;2;12;0;1;3;5;0;1;0;1;0;0;7;1;5;3;10;20;0;5;0;3;9;13;17;3;18;2;2;0;25;4;22;0;0;6;27;7;19;3;0;1;8;5;66;26;11;2;0;1;18;0;1;10;31;3;0;2;0;5;1;0;5;6;7;0;2;13;2;2;2;2;0;2;0;6;8;4;22;34;5;5;2;5;10;0;11;4;0;2;3;14;2;6;22;11;79;35
mt0002325544;Q3;mt0002325544;2.114;2.34;1.8778528301886792;1.7193849056603772;1.6905660377358496;1;1.0;1.0;0.5;0.5;0.5;0.0;22;3;22;11;3;7;18;3;1;1;7;14;3;1;4;5;6;0;22;8;0;0;0;0;0;0;6;0;0;0;0;0;0;3;0;10;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;8;1;2;0;0;0;1;0;0;0;4;0;0;0;8;4;0;1;0;1;0;2;7;0;1;0;1;1;0;4;10;22;0;0;5;16;4;12;0;0;1;3;0;4;0;0;1;4;3;11;13;8;0;1;3;0;0;0;0;4;6;0;2;0;8;0;0;1;1;5;0;2;7;0;0;0;1;1;2;0;4;2;0;5;7;0;0;0;0;8;0;0;0;0;2;1;18;0;5;20;5;29;9
mt0002337555;Q2;mt0002337555;2.364;2.211428571428572;1.868525641025641;1.5874948717948716;1.6153846153846152;-1;0.16;0.2;0.9;0.0777777777777777;0.5;0.225;0;10;0;8;4;8;6;0;1;3;21;6;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;6;0;0;1;6;3;0;4;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;2;1;0;0;0;4;0;0;0;0;0;1;5;0;0;2;0;2;2;0;1;6;6;0;6;0;0;0;2;0;10;6;0;0;0;0;6;0;0;1;0;0;24;7;1;0;1;0;6;2;0;2;11;2;0;0;0;2;0;0;6;6;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;4;0;2;8;0;0;0;0;11;0;20;25
mt0002343160;Q1;mt0002343160;2.2945454545454544;2.194545454545455;1.8685749999999992;1.6795181034482756;1.7439655172413784;1;1.0;1.0;0.1428571428571428;0.2571428571428571;0.1666666666666666;0.2285714285714285;20;33;20;23;24;15;41;16;20;7;59;30;2;2;6;3;12;10;8;12;0;1;8;1;5;2;2;1;2;14;6;6;1;11;2;35;0;6;2;7;9;2;2;2;1;2;4;1;0;2;1;0;14;9;2;6;2;9;6;1;2;1;3;1;1;0;2;0;1;3;2;1;1;2;11;0;24;11;7;19;6;16;4;27;1;1;0;21;11;33;0;4;17;6;1;6;0;0;2;8;4;94;25;10;3;3;0;14;0;1;6;25;4;1;0;5;10;1;0;2;3;3;0;0;3;8;9;0;1;1;4;0;6;4;0;6;10;0;2;1;1;5;3;5;3;11;7;2;4;8;10;49;8;78;47
mt0002343207;Q1;mt0002343207;2.716666666666667;2.4177777777777774;1.973379213483146;1.7481471910112358;1.6775280898876404;1;1.0;1.0;0.5;0.5;0.5;0.225;59;19;58;19;19;16;58;33;17;2;81;38;4;0;3;4;30;4;30;20;0;5;16;0;11;4;20;3;16;7;0;12;1;6;2;23;0;7;6;13;1;1;0;0;0;0;12;4;1;4;3;1;35;20;1;24;0;0;5;0;1;0;4;1;3;0;2;0;0;2;0;14;0;11;0;0;5;3;1;31;3;10;8;35;0;0;12;46;7;6;0;1;14;26;2;12;0;3;3;16;8;59;22;86;0;0;0;2;0;1;12;35;25;0;1;0;26;0;0;3;3;11;2;6;19;14;14;0;0;2;0;4;6;6;0;18;24;0;1;0;2;23;0;13;5;5;2;4;26;5;19;19;27;94;29
mt0002355518;Q3;mt0002355518;1.5683333333333334;2.1950000000000003;1.8447352657004816;1.7081019323671491;1.5227053140096611;1;1.0;1.0;1.0;1.0;0.5;1.0;13;21;13;22;22;11;47;20;26;8;46;41;3;5;10;11;7;12;35;24;2;0;8;4;6;1;5;0;4;8;3;5;2;5;4;25;0;0;0;7;2;0;0;2;0;0;11;3;2;5;1;1;37;18;5;5;0;2;20;4;2;1;8;0;2;0;2;2;0;0;2;9;0;14;10;1;9;0;3;16;5;10;7;26;7;5;11;31;5;23;2;6;9;15;6;40;0;0;2;11;8;65;28;39;0;4;1;0;2;1;14;27;2;1;0;2;5;6;1;2;9;5;0;3;8;5;7;3;4;6;1;0;14;20;2;34;57;4;4;2;3;4;2;8;0;0;6;1;4;16;12;26;20;92;25
mt0002358457;Q1;mt0002358457;2.65625;2.67375;2.0448840707964613;1.7217088495575223;1.5026548672566369;1;1.0;0.2352941176470588;0.225;0.225;0.175;0.0615384615384615;23;14;23;22;14;7;16;4;4;1;39;30;4;0;14;8;1;4;7;3;0;0;8;0;8;16;4;4;0;0;1;1;0;15;5;9;11;0;0;1;4;4;0;0;0;0;10;5;1;4;0;1;16;17;0;2;1;3;3;0;3;1;2;0;4;0;6;0;2;5;0;5;0;12;2;0;1;1;1;5;1;2;0;6;0;0;4;17;1;15;2;5;9;11;5;0;0;0;1;4;7;48;9;24;0;0;0;4;0;0;9;13;0;1;0;0;1;0;0;1;1;6;0;2;8;8;8;0;0;0;0;0;0;0;0;14;14;11;21;1;4;5;0;4;0;0;0;2;3;2;5;18;17;42;16
mt0002359628;Q4;mt0002359628;2.6684;1.6964;1.9351825910931195;1.7127315789473667;1.8097165991902844;-1;0.6;0.3333333333333333;0.1333333333333333;0.1333333333333333;0.4;0.35;73;26;73;28;26;23;57;21;32;3;94;41;0;0;26;4;17;1;8;16;0;0;0;0;0;3;11;4;0;5;0;7;4;9;0;28;6;17;4;11;15;1;1;0;4;7;22;12;7;3;0;9;30;24;1;3;1;17;13;1;0;9;8;1;4;0;1;0;5;3;1;13;0;18;18;0;7;1;4;7;2;3;33;20;0;0;3;21;1;39;0;1;5;12;1;6;0;1;6;24;18;94;26;23;0;13;7;0;3;4;13;40;2;0;0;0;2;0;5;1;6;5;1;1;7;0;0;0;0;7;0;1;8;14;9;23;46;0;4;8;2;12;12;4;1;0;0;17;5;4;30;45;25;109;64
mt0002360219;Q1;mt0002360219;2.4631818181818192;1.443181818181818;2.1595965811965794;1.5742327635327644;1.556695156695154;1;1.0;0.2666666666666666;0.1;0.0;0.0216216216216216;0.0615384615384615;138;11;138;17;11;46;177;50;3;1;252;39;3;0;6;3;73;1;26;16;7;0;2;0;15;3;43;0;2;1;0;3;5;4;0;57;0;1;1;8;10;3;0;1;3;3;32;18;8;4;2;3;8;8;0;0;0;44;44;41;42;4;28;1;1;0;0;1;15;2;2;12;0;40;1;1;43;1;1;33;0;44;2;39;6;2;0;73;44;11;2;0;3;13;0;5;0;27;0;0;55;286;17;21;0;5;3;1;1;1;4;17;41;0;0;0;41;2;3;0;5;5;0;4;9;1;1;1;0;44;0;0;45;4;0;46;50;1;3;4;2;182;1;2;0;1;0;16;4;18;0;79;5;176;37
mt0002371970;Q4;mt0002371970;2.364;2.211428571428572;1.9567;1.7784125000000002;1.375;1;1.0;0.16;0.0;0.0;0.3;0.0;2;1;2;2;1;0;0;0;0;0;0;3;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;4;0
mt0002374117;Q4;mt0002374117;2.2066666666666666;2.3466666666666667;1.9229339805825243;1.6413669902912629;1.5650485436893204;1;1.0;0.2666666666666666;0.2;0.15;0.15;0.0909090909090909;11;2;14;14;2;3;27;4;1;1;9;8;0;0;4;1;7;1;25;10;0;0;0;0;0;0;2;0;1;2;0;5;1;3;2;6;2;13;0;6;2;1;0;0;0;0;8;3;0;0;1;1;3;1;1;0;1;0;6;3;1;0;0;5;0;0;2;4;0;0;0;3;1;1;4;0;1;1;5;4;2;4;1;22;2;0;10;28;2;12;2;0;10;4;5;9;0;4;0;3;3;15;11;17;0;0;0;1;2;0;5;9;2;0;2;0;4;1;0;1;2;2;5;3;10;0;0;0;0;0;0;1;1;3;1;0;4;1;1;0;0;2;0;0;1;0;0;1;13;1;2;33;1;36;18
mt0002390941;Q3;mt0002390941;1.5066666666666666;1.913333333333333;1.7589886010362694;1.618200518134714;1.6715025906735752;-1;1.0;1.0;0.5;0.7857142857142857;0.5;0.0909090909090909;20;43;23;9;30;22;89;27;13;2;28;12;0;3;2;1;24;35;67;8;2;0;3;0;1;0;4;0;1;1;1;3;8;5;2;15;0;0;0;11;13;1;1;1;10;0;7;0;2;3;1;4;4;6;0;1;0;0;5;0;1;6;5;2;1;8;3;0;0;2;0;1;2;18;4;0;3;0;9;2;13;14;3;74;0;0;1;12;0;24;0;0;4;0;0;18;0;7;2;11;8;29;26;4;1;1;2;0;1;2;8;14;3;3;3;0;9;0;3;0;3;0;0;0;0;11;11;1;3;19;0;0;23;3;0;6;9;0;1;8;2;7;0;9;7;0;4;1;12;11;13;26;6;83;25
mt0002549047;Q3;mt0002549047;2.625;1.7025;1.905868085106383;1.775244680851065;1.6936170212765953;-1;1.0;1.0;0.5;0.5;0.5;0.027027027027027;23;5;23;15;5;18;17;7;2;3;31;5;4;0;5;2;12;2;7;17;1;0;2;0;0;4;0;0;2;2;1;5;3;5;0;13;2;8;0;8;2;0;0;0;0;0;9;4;0;1;0;1;16;9;4;1;0;4;0;0;2;0;0;0;0;0;0;0;4;0;4;7;0;0;0;2;3;2;4;4;0;0;0;20;0;0;0;6;0;9;0;0;3;19;0;0;0;1;6;25;11;34;19;16;0;1;0;0;0;1;4;6;1;0;1;1;3;0;2;2;4;3;2;1;6;0;0;2;0;4;2;0;8;9;0;3;12;1;3;2;0;10;0;3;0;1;0;10;5;6;30;3;9;55;19
mt0002619035;Q4;mt0002619035;2.7811111111111098;2.0900000000000003;2.054747872340426;1.7956404255319154;1.7659574468085109;-1;1.0;1.0;0.1;1.0;0.2666666666666666;0.0909090909090909;19;6;18;6;6;0;11;1;1;0;11;17;3;2;1;3;11;5;16;1;3;0;2;0;2;1;2;0;1;3;1;2;2;3;1;3;0;0;0;4;3;1;0;0;0;2;2;2;0;0;0;0;6;2;0;0;0;0;1;1;0;0;0;1;0;6;0;0;0;0;0;0;0;11;1;0;8;1;9;13;5;7;3;7;0;0;1;3;2;2;0;0;0;12;0;6;1;0;0;0;5;21;11;14;4;0;0;1;0;1;1;5;0;1;0;0;1;0;0;2;2;4;0;2;6;0;0;2;2;1;4;1;10;11;1;18;30;0;0;0;0;1;0;2;5;0;2;5;1;1;0;5;3;38;13
mt0002655864;Q2;mt0002655864;1.5607547169811316;2.284150943396225;1.7332124203821642;1.7517891719745229;1.708280254777067;-1;0.8;0.8;1.0;1.0;1.0;1.0;20;125;20;4;121;60;117;26;54;57;146;71;0;58;4;20;22;5;32;41;0;0;7;1;11;1;2;4;3;11;17;21;1;29;1;62;3;1;0;24;1;1;0;0;0;0;29;24;0;2;2;4;22;20;1;3;0;2;10;0;3;1;27;1;21;0;23;8;5;7;0;2;0;3;0;0;0;0;13;4;2;14;16;36;3;3;0;19;12;46;0;0;39;6;1;21;6;3;0;0;18;182;39;23;1;0;8;7;0;0;7;24;0;9;0;10;19;0;6;2;8;1;0;0;1;2;2;0;39;7;3;0;49;4;1;3;8;2;2;0;31;110;0;3;5;3;19;12;17;5;0;14;6;209;71
mt0002662293;Q3;mt0002662293;1.1223529411764708;1.1623529411764704;1.6808709090909082;1.5601309090909097;1.51090909090909;-1;0.6;1.0;1.0;1.0;1.0;0.1;8;105;8;6;104;56;18;9;87;34;50;103;0;61;3;8;4;29;30;14;0;0;3;0;1;0;3;0;2;0;0;1;0;2;0;22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;2;1;5;0;1;0;4;0;2;4;2;5;0;0;1;2;9;0;3;12;0;0;1;1;5;3;4;2;32;0;0;3;14;1;2;0;0;5;5;0;12;0;2;3;12;7;54;9;38;1;2;1;0;0;0;1;4;5;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;3;48;1;1;53;1;0;6;7;0;0;1;3;10;0;0;0;0;43;0;21;0;15;4;3;66;22
mt0002672499;Q1;mt0002672499;2.661875;1.841875;1.82395359477124;1.8014692810457529;1.6379084967320268;-1;1.0;0.6;0.0909090909090909;0.2142857142857142;0.0888888888888888;0.0714285714285714;46;20;45;24;20;4;13;5;14;1;84;22;0;0;2;1;30;0;5;10;0;0;17;2;10;0;6;2;0;0;0;20;0;32;0;7;0;2;11;20;2;2;0;0;0;0;8;8;0;0;0;0;25;9;0;0;0;1;4;0;17;2;0;0;43;0;0;0;23;29;0;17;0;18;3;0;4;0;7;16;0;0;4;14;0;0;0;14;0;25;0;4;1;6;0;26;0;1;0;0;18;141;29;11;0;0;0;2;0;0;0;2;6;0;0;0;6;0;0;12;12;1;0;9;10;4;4;0;0;6;0;18;24;7;0;27;34;8;8;0;2;29;0;0;0;2;0;8;5;6;0;37;8;121;29
mt0002675791;Q4;mt0002675791;2.6;2.34;1.9079105263157887;1.6685298245614038;1.5789473684210529;-1;0.1111111111111111;0.0692307692307692;0.0692307692307692;0.0769230769230769;0.0;0.0615384615384615;23;9;23;19;9;4;8;3;3;2;17;5;0;1;6;0;4;3;2;0;0;0;2;0;2;0;3;1;0;0;0;0;0;4;1;5;0;0;0;0;1;1;0;0;0;0;4;2;0;1;1;2;19;5;0;0;3;1;3;0;1;1;1;1;5;0;1;0;1;2;0;4;1;6;0;0;0;0;0;2;0;1;2;1;0;0;0;4;0;9;0;0;0;8;0;9;4;0;0;0;1;30;8;9;0;0;0;3;0;0;2;5;2;0;0;0;2;0;0;0;0;3;0;0;3;2;2;0;2;0;1;0;3;0;1;6;7;0;0;4;0;5;0;1;4;0;1;12;0;0;0;8;13;18;17
mt0002714093;Q3;mt0002714093;1.57;1.786;1.8446657718120807;1.6194053691275172;1.820134228187919;-1;0.125;0.3333333333333333;0.15;0.2571428571428571;0.045;0.09;28;16;28;14;16;15;51;11;4;3;54;14;0;0;0;0;2;3;9;20;1;1;9;1;10;1;3;2;3;3;3;3;1;7;5;15;21;25;0;4;8;5;0;0;0;0;7;4;1;0;1;1;22;12;2;0;3;0;12;2;5;0;8;0;4;1;0;0;0;2;8;5;0;5;12;0;5;0;1;8;6;10;11;9;2;0;1;20;4;8;1;0;1;0;0;0;0;0;2;10;7;48;14;18;0;0;2;4;3;2;8;19;5;2;2;1;10;1;0;0;1;2;1;0;3;10;10;1;1;8;0;0;10;5;0;17;22;1;1;3;1;14;0;3;0;0;0;3;2;2;12;23;13;78;26
mt0002737189;Q2;mt0002737189;1.0;2.57;1.7774800000000006;1.7627494736842113;1.5347368421052636;-1;0.6;1.0;0.225;0.225;0.175;0.0529411764705882;3;15;5;0;15;26;13;3;3;0;20;12;0;3;1;0;3;3;3;21;0;0;6;6;0;1;4;0;0;0;2;2;0;8;2;0;0;0;0;2;3;0;1;0;0;0;7;3;2;2;0;2;23;11;2;2;0;0;1;0;0;0;4;2;0;0;0;2;0;2;0;9;1;1;0;0;6;0;1;22;3;12;2;9;0;0;27;74;9;7;0;0;2;11;2;2;0;3;4;22;6;46;27;10;0;0;0;4;0;0;4;8;5;2;1;0;8;0;0;0;0;0;0;0;0;2;4;2;2;2;1;0;7;9;0;4;13;0;0;1;2;3;0;0;1;6;1;0;2;4;20;6;13;53;19
mt0002749253;Q2;mt0002749253;2.05;1.7675;1.788066666666667;1.709709929078015;1.6085106382978709;-1;1.0;1.0;0.7;0.8;0.7;0.027027027027027;11;12;11;19;11;16;43;17;11;1;60;17;0;1;2;2;4;5;15;14;1;1;1;0;0;1;2;0;0;0;1;10;0;8;7;23;7;1;0;11;4;0;1;0;0;3;3;2;1;0;1;1;16;9;1;3;0;5;7;2;11;5;0;9;4;0;4;1;1;1;4;5;0;2;8;1;5;0;1;6;1;1;0;15;0;0;0;10;0;23;0;0;4;22;0;26;0;0;3;14;7;69;24;22;0;0;2;1;0;0;2;5;2;1;0;0;3;0;2;1;3;0;8;0;9;1;1;0;2;1;1;0;4;2;6;10;18;0;0;8;1;18;1;5;0;1;1;0;7;0;17;21;11;90;22
mt0002784741;Q3;mt0002784741;2.1775;2.535;1.820041818181818;1.765803636363636;1.916363636363636;-1;1.0;1.0;1.0;0.225;0.225;0.2;9;17;9;9;17;13;21;3;15;0;60;14;0;0;0;0;0;4;11;4;1;0;3;0;3;3;0;1;0;1;0;5;0;12;9;14;6;0;0;5;3;2;0;0;0;0;16;8;7;0;1;2;13;3;0;3;0;2;4;0;3;2;14;1;4;0;0;5;3;0;2;13;0;8;2;1;2;2;1;8;4;5;1;11;2;2;1;17;1;22;3;3;4;14;0;0;0;0;0;1;3;34;34;7;0;0;1;4;0;0;0;5;0;0;0;0;0;0;2;0;2;0;2;1;5;0;0;0;1;2;2;0;5;4;0;13;17;0;0;5;1;5;0;3;0;3;8;0;3;1;1;25;6;50;28
mt0002786674;Q1;mt0002786674;1.6699999999999997;1.6800000000000002;1.886404347826088;1.671656038647341;1.567149758454104;-1;1.0;1.0;0.7999999999999999;0.18;0.18;0.27;33;12;33;15;12;13;41;8;11;4;52;29;4;0;0;3;10;4;40;24;2;1;0;0;1;22;1;2;0;0;0;4;3;2;1;21;8;0;0;7;4;3;0;0;0;1;7;6;3;0;0;0;44;11;9;3;0;5;0;8;4;0;2;2;7;2;3;0;2;0;8;5;0;0;4;3;0;0;3;1;1;2;6;27;10;2;4;26;1;11;8;3;8;8;2;12;0;0;0;4;2;62;28;22;2;0;5;2;2;0;4;14;1;0;0;0;1;0;5;2;7;0;2;5;7;1;1;0;0;0;24;0;24;9;0;10;19;0;0;1;0;3;0;5;4;0;2;3;27;0;4;33;20;108;61
mt0002803746;Q4;mt0002803746;2.628888888888889;1.8922222222222225;1.9308754966887416;1.6622132450331129;1.6543046357615891;1;1.0;0.1894736842105263;0.25;0.15;0.3200000000000001;0.3200000000000001;45;4;41;9;4;9;34;12;2;4;52;7;5;0;6;4;24;0;16;7;0;0;9;2;7;1;7;0;1;5;3;5;4;9;2;15;0;2;1;9;15;4;1;2;7;0;12;8;0;2;2;1;6;4;2;2;0;2;5;1;0;0;5;3;3;3;0;0;2;2;3;12;0;3;1;0;6;0;7;10;2;7;2;20;0;0;3;26;4;32;0;3;3;2;3;18;0;0;2;8;4;54;18;31;1;1;0;1;1;0;14;18;7;1;0;0;8;1;1;1;3;0;0;1;1;6;7;0;0;3;3;2;8;6;0;9;15;0;0;2;1;7;1;2;2;2;2;6;3;5;10;34;3;74;48
mt0002810052;Q2;mt0002810052;2.063571428571429;2.0685714285714285;1.9228071428571445;1.7152357142857155;1.7485714285714269;-1;1.0;1.0;0.7894736842105263;0.7857142857142857;1.0;0.0615384615384615;23;29;29;12;27;16;23;7;6;0;21;18;0;2;11;3;12;8;21;4;1;3;2;1;1;0;6;0;2;5;4;2;3;8;0;8;0;0;0;5;3;0;1;2;0;0;7;4;0;2;1;8;4;1;1;0;4;2;5;2;0;0;12;2;0;0;7;2;0;4;0;2;1;3;4;0;1;0;10;0;7;12;7;7;3;1;0;20;5;30;2;0;7;26;0;0;0;8;1;3;4;27;16;18;2;1;0;4;2;1;4;13;7;3;5;0;15;0;0;0;0;4;0;0;4;1;1;0;3;5;0;2;10;1;0;5;6;0;0;1;7;9;1;4;3;0;4;2;10;2;3;27;1;59;43
mt0002842988;Q2;mt0002842988;2.55;2.77;1.87228494623656;1.7308956989247324;1.6752688172043009;-1;0.3529411764705882;1.0;1.0;0.25;0.1142857142857142;1.0;21;16;21;10;15;8;19;3;4;4;23;19;0;5;8;5;8;7;17;5;0;0;7;0;4;4;1;0;0;0;0;0;1;5;4;8;0;0;0;1;1;0;1;0;0;0;9;4;0;3;0;3;6;6;0;0;0;2;8;2;0;1;3;2;0;0;1;1;0;2;0;0;2;6;5;1;0;0;3;6;0;0;7;13;0;0;0;8;0;8;0;0;0;15;0;11;0;0;2;8;3;22;7;13;0;2;1;0;0;0;2;5;3;0;2;1;6;1;0;2;3;0;0;1;1;5;6;1;2;3;1;0;7;2;0;15;17;6;7;1;5;1;1;2;1;0;6;7;7;0;10;8;5;47;28
mt0002872113;Q4;mt0002872113;2.1333333333333333;2.103333333333333;1.973088888888889;1.7097000000000002;1.6984126984126986;1;0.9;0.0909090909090909;0.1142857142857142;0.125;0.04;0.016;23;16;21;13;16;6;31;7;7;2;47;14;2;0;5;3;2;7;13;4;0;0;4;0;4;0;2;0;1;2;1;3;0;3;0;21;0;0;0;3;5;1;0;1;3;0;5;3;0;2;0;1;5;0;0;0;0;3;4;1;5;4;1;0;0;1;1;2;0;0;3;4;0;0;0;1;4;0;12;2;0;2;0;12;0;0;2;7;0;14;0;0;5;0;7;4;2;0;0;2;0;51;8;2;2;0;0;3;4;0;10;17;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;2;1;0;3;4;4;5;2;0;12;0;1;0;2;1;1;2;1;2;13;0;31;26
